fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
2503,6713,1989/07/31,"AMAZON VENTURE; Tallaboa, Puerto Rico","Tallaboa, Puerto Rico",17.989,-66.7247,,,Number 6 fuel oil,,,,,,8500,3,"NOAA/OMA was notified of the incident on July 31, 1989, by the Coast Guard Marine Safety Office, San Juan, and was asked to provide information on environmental resources-at-risk from the spill and on the slick's probable trajectory.  NOAA reported that the shoreline is mostly sand beaches, gravel beaches, mixed sand and gravel beaches, and rocky shores or seawalls.  The offshore islands that are surrounded by mangroves would not be affected if the winds continued to be easterly.  NOAA estimated that the slick would tend to the west or northwest and would come ashore on beaches inshore and to the west of the facility.  This could have occurred for a considerable distance, depending on the weather conditions and local small-scale oceanographic circulation patterns.  There was a small chance that, with a large enough quantity of free-floating, unrestricted oil and continued easterly winds, the oil might round Punta Guayanilla and impact the beaches of Punta Verraco and Bahia de Guayanilla.  If this did happen, NOAA advised that the large mangrove forests of Bahia de Guayanilla be protected.  NOAA further advised that the oil would persist in the environment, with a small quantity evaporating during weathering.  Reef impacts would be low because the oil is not very soluble; there would probably be no impacts at all below the surface, although there could be severe shoreline impacts.   In addition, NOAA reported that the oil would strand at the high tide line and persist or wash away, depending on sand and gravel transport on that beach.  Finally, sticky, weathered bunker oil would adhere to rocky shores and mangroves, killing the mangroves when the oil got into the root system. Turtles currently nesting in Puerto Rico and along the sandy beaches of Punta Verraco were at risk.  Oiled adults would suffer irritated mucous membranes and would develop lesions that would probably result in an increased risk of infection.  Oiled hatchlings would probably die, whether they were on the beach or floating offshore.  Oiled turtle eggs and newly hatched turtles had a greater than 80% chance of mortality.  There were many species of birds present, including the brown pelican, a federally listed endangered species.  If oiled feathers remained untreated, the birds would die as a result of loss of insulation or ingestion of oil during preening.  The diving birds (brown pelican, brown booby, terns), wading birds  (herons and egrets), shorebirds (plovers, sandpipers), and ducks were the most likely to be affected because they would dive and wade into the oil slick.  Seabirds (magnificent frigate bird) and gulls skim the surface when feeding and would also be affected.  Large numbers of gulls would also be impacted.  USCG district 7."
2535,6617,1988/10/03,"Centro Medico Hospital; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4588,-66.07,,,Number 6 Oil,,,,,,1500,3,"On October 3, 1988, a ruptured pipeline at the Centro Medico Hospital released approximately 1,500 gallons of number 6 oil. The oil entered a storm drain and flowed into Josefina Creek, Rio Piedras, Martin Pe""a Channel, and San Juan Harbor.  The major contamination was in the creek, canal, and Rio Piedras, where there was extensive oiling of the mangrove shorelines.  USCG district 7."
2541,6593,1988/07/28,"C/S DISCOVERY; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4588,-66.07,,,"Flammable liquids, corrosives, marine diesel",,,,,,,3,"On July 28, 1988, the Sea Land container ship DISCOVERY ran hard aground in San Juan Harbor between buoys 6 and 8. On board the cargo included containers of hazardous materials such as poisons, flammable liquids and corrosives among others as well as over 18,200 barrels of marine diesel.  USCG district 7."
2561,6520,1987/11/17,"Sealand Shipping Company; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4628,-66.0719,,,Tetraethyl lead,,,,,,2800,3,"On November 17, 1987,  two 1,400-gallon tanks of tetraethyl lead overturned at the Sealand Shipping Company facility in San Juan, Puerto Rico.  The tanks suffered some minor damage, but none were leaking.  USCG district 7."
2593,6398,1986/08/25,"M/V Ibn Khallikan; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4402,-66.1006,,,Phosphorus pentasulfide,,,,,,,3,"On August 25, 1986, the U.S. Coast Guard Marine Safety Office, San Juan, Puerto Rico,  was notified by the master of the M/V. Ibn Khallikan, which docked in San Juan Harbor, of a possible leak of phosphorus pentasulfide from the vessel.  The master moved three 20-foot shipping containers, which had a rotten egg smell, from below decks to the top deck in an effort to vent any vapors.  The shipping containers, believed to presently have only empty cylinders inside, had last held phosphorus pentasulfide.  The cylinders had subsequently been washed with caustic soda and had been rendered inert before shipment.  USCG district 7."
2603,6372,1986/06/17,"M/V Ulla Karin; Bahia Las Cabezas, Cabo San Juan, Puerto Rico","Bahia Las Cabezas, Cabo San Juan, Puerto Rico",18.4945,-66.0585,,,Diesel fuel,,,,,,1000,3,"At approximately 1800 on January 16, 1986, the 90-foot vessel Ulla Karin, carrying 500-1000 gallons of diesel fuel, grounded on a sand bottom between several coral reefs in Bahia Las Cabezas, near Cabo San Juan, Puerto Rico.  The vessel was apparently intentionally grounded by its captain because the engine room was flooding.  The U.S. Coast Guard observed approximately three feet of water in the engine room and main storage compartment.The vessel master and a crew member went ashore at 2000 and reported the vessel situation to the Fajardo Marine Police, who notified the U.S. Coast Guard.  USCG district 7."
2615,6352,1986/04/03,"Mystery Spill, St. Croix; St. Croix to Puerto Rico",St. Croix to Puerto Rico,17.9232,-65.2785,,,Oil,,,,,,,3,"On April 3, 1986, the U.S. Coast Guard received reports from several commercial aircraft flying over the site that a massive oil slick extended from St. Croix to Puerto Rico.  The U.S. Coast Guard Marine Safety Detachment in St. Croix dispatched a small boat to the slick location.  The crew of the small boat had great difficulty locating the slick, although a commercial aircraft flying overhead confirmed that they were in the locale of the reported slick.  The boat crew reported that the material was lightly concentrated, with only small patches of the product observable.  The boat crew took a sample of the material, which had accumulated on the side of their boat.  USCG district 5."
2680,6280,1985/04/24,"M/V Honduras; San Juan Harbor, Puerto Rico","San Juan Harbor, Puerto Rico",18.4402,-66.1006,,,TETRAMETHYLETHYLENEDIAMINE,,,,,,,11,WE HAVE HAD A COLLISION IN THE HARBOR INVOLVING A GENERAL CARGO VESSEL AND A TUG BOAT.  THE SUBJ VSL IS 145 MTRS IN LENGHT.  THE PROBLEM OCCURED AT 0410 LOCAL THIS MORNING.  THE TUG WAS PULLED INTO THE SAN ANTONIO CHANNEL WHERE IT SANK.  THE SUBJ VSL HAS MINOR DAMAGE TO THE BOW BUT IS IN NO IMMEDIATE DANGER OF SINKING.  ALL PEOPLE ARE ACCTD FOR.  LOCAL WX IS CLR WITH VERY LIGHT WINDS TEMP 75F. THE VESSEL IS MOORED AT PIER 11.  FIRE IS OUT. THE DANGEROUS CARGO O/B IS LISTED AS TETRAMETHYLETHYLENEDIAMINE.  USCG district 7.
2685,9031,1985/03/27,"F/V Alan E; Piedras Blancas, Puerto Rico","Piedras Blancas, Puerto Rico",18.542178,-67.227625,Oil,,,,,,,,,0,F/V Alan E. Broke up on the rocks 10 miles N of Piedras Blancas today at 0500. It lost its entire fuel cargo of 300 gals diesel. A sheen was reported 30'wide adn 1/4-1/2 mile long. F/V Alan E is now tied up to F/V Nancy J. Current conditions are NW wind @ 25-30 kts and 15' seas.
2724,6247,1978/12/19,"Peck Slip; Cabo San Juan, Puerto Rico","Cabo San Juan, Puerto Rico",18.25,-65.5667,,,Bunker C,,,,,,462000,8,"On the morning of December 19, 1978, in unusually heavy seas, the T/B Peck Slip  struck the bottom near Cabo San Juan off the northeast corner of Puerto Rico.  The barge, carrying 80,000 barrels of Bunker C crude oil, suffered structural damage and immediately began to spill oil.  The barge was towed back to Yabucoa Harbor.  The owner of the barge reported a spill of a few barrels to the Marine Safety Office (MSO) San Juan.  Approximately 2 hours after the spill was reported, a Coast Guard helicopter, en route to St. Croix, Virgin Islands, observed dark oil in the water off Cabo San Juan.  An investigation determined that an estimated 11,000 barrels spilled from the Peck Slip.  The Captain of the Port (COTP) San Juan, Puerto Rico, was designated as On-Scene Coordinator (OSC).  Sun Oil Company assumed responsibility for the incident and contracted Muratti Construction Company and Crowley Environmental Services for cleanup operations.  The Clean Caribbean Co-op was activated by Sun Oil Company.  Cleanup operations were directed by the Sun Oil Company until December 29, when the OSC assumed control.  Operations ended on January 19, 1979.  USCG district 7.  Keyword: Vacuum truck, high pressure washing, Corexit 9527, Gulf Strike Team (GST), National Strike Force (NSF), sorbents.."
2735,6226,1975/12/09,"Z-102; Ensenada de Boca Vieja, San Juan, Puerto Rico","Ensenada de Boca Vieja, San Juan, Puerto Rico",18.4667,-66.1333,,,"Bunker C, Diesel Fuel",,,,,,323000,8,"On December 9, 1975, the tank barge Z-102 grounded at the mouth of the Ensenada de Boca Vieja, northwest of the entrance to San Juan Harbor.  The unmanned barge was loaded with 10,476 barrels of Bunker C and 2,403 barrels of diesel fuel oil when its tow line broke.  Attempts to free the vessel from the surf line failed.  Heavy surf pounded the vessel for over a week, eventually damaging all ten of the cargo tanks.  An estimated 7,679 barrels of Bunker C and diesel fuel were released during the next 30 days.  The barge was eventually lightered and beached.Oil released from the barge affected the beaches within the Ensenada de Boca Vieja.  Beaches at Punta Salinas and Levittown were the most heavily oiled.  The release of oil and subsequent cleanup operations occurred over a prolonged period, from December 9 to February 5, 1976.  Beach restoration in the form of sand replacement continued until April 2, 1976.Agencies involved in the response included the U.S. Coast Guard (USCG), Gulf Strike Team (GST), U.S. Navy Supervisor of Salvage (NAVSUPSALV), U.S. Army Corps of Engineers (COE), U.S. Environmental Protection Agency (EPA), Commonwealth Department of Natural Resources (CDNR), Puerto Rico Environmental Quality Board, and a host of commercial companies.Responsibility for the spill and cleanup was initially accepted by McAllister Towing.  On December 15, McAllister announced that it would no longer undertake or fund any further cleanup.  The Coast Guard then requested and received funding under the Federal Pollution Control Fund.  USCG district 7.  Keyword: Gulf Strike Team (GST), U.S. Navy Supervisor of Salvage (NAVSUPSALV), vacuum truck, manual removal, lightering, weir sump.."
2739,6218,1973/03/18,"Zoe Colocotronis; Cabo Rojo, Puerto Rico","Cabo Rojo, Puerto Rico",18,-67.25,,,Venezuelan crude oil,,,,,,1580000,8,"At 0255 on March 18, 1973, the Zoe Colocotronis  en route to Guayarilla, Puerto Rico ran aground on a reef 3.5 miles off the La Parguera tourist area on the SW coast of Puerto Rico.  The master ordered water and cargo from the forward tank jettisoned to help get the vessel off the reef, so 37,579 barrels of crude oil were intentionally released.  The master later stated that the gyro compass, radar and depth sounder were not working properly.  No distress or notification calls were made, and the master initially insisted that no oil had been released.  Winds were 18-19 knots, and seas were 1-1.5 feet.  Oil started coming ashore on the beaches of Cabo Rojo, on the Bahia Sucia side, by the evening of the grounding.  Efforts to minimize beach impacts began on March 19.  These efforts involved booming, digging sumps, and pumping the collected oil into tank trucks.  On March 21, a substantial number of sea cucumbers, conchs, prawns, sea urchins, and polychaete annelids washed ashore.  Organisms were dying in the Thalassia beds off-shore as well.On March 23, the On-Scene Coordinator (OSC) activated the USCG Atlantic Strike Team (AST).  Wind shifts had caused more shoreline oiling, and an increase in pumping capability was needed.After receiving training from the AST, Underwater Technics personnel manually cleaned beaches until April 26, when it was decided to leave the beaches alone since new sand was accumulating rapidly.  An estimated 24,000 barrels impacted the shores of Cabo Rojo.  The final site inspection was on September 24.  USCG district 7.  Keyword: Weir/pump skimmer, boom, sorbents, skimmer, vacuum truck, contingency plan, remote response.."
2749,6202,1968/03/03,"Ocean Eagle; San Juan, Puerto Rico","San Juan, Puerto Rico",18.4833,-66.1667,,,Venezuelan light crude oil,,,,1,,2940000,15,"On the morning of March 3, 1968, the tanker Ocean Eagle grounded in the harbor of San Juan, Puerto Rico.  The vessel broke in two several hours after the grounding, spilling Venezuelan light crude oil into the harbor.  The aft section of the vessel drifted farther into the harbor and grounded, while the forward section was anchored in place.  Three days later, U. S. Navy tugs tried to tow the forward section out of the harbor.  Adverse weather hindered the operation, and eventually drove the forward section farther into the harbor.  On March 10, the forward section broke open in heavy seas and released more oil into the water.  By the first week of April, both parts of the tanker were lightered and towed out to sea where they were sunk.  USCG district 7.  Keyword: Sorbents, manual removal, emsulfier, sinking.."
